ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE;STATUS;PRODUCTCODE;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;PRODUCTNAME;PRODUCTLINE;PRODUCTSCALE;PRODUCTVENDOR;PRODUCTDESCRIPTION;QUANTITYINSTOCK;BUYPRICE;MSRP;CUSTOMERNUMBER;CUSTOMERNAME;CITY;STATE;POSTALCODE;COUNTRY;CREDITLIMIT;FIRSTNAME;LASTNAME;EMAIL;JOBTITLE;OFFICECODE;CITY_1;PHONE;STATE_1;COUNTRY_1;POSTALCODE_1;TERRITORY
10395;3/17/2021;3/24/2021;3/23/2021;Shipped;S50_1514;45;57,99;3;1962 City of Detroit Streetcar;Trains;01:50;Classic Metal Creations;This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).;1645;37,49;58,58;250;Lyon Souveniers;Paris;;75508;France;68100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S12_1099;42;155,66;10;1968 Ford Mustang;Classic Cars;01:12;Autoart Studio Design;Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color dark green.;68;95,34;194,57;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S12_3380;37;113,92;8;1968 Dodge Charger;Classic Cars;01:12;Welly Diecast Productions;1:12 scale model of a 1968 Dodge Charger. Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color black;9123;75,16;117,44;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S12_3990;32;65,44;11;1970 Plymouth Hemi Cuda;Classic Cars;01:12;Studio M Art Models;Very detailed 1970 Plymouth Cuda model in 1:12 scale. The Cuda is generally accepted as one of the fastest original muscle cars from the 1970s. This model is a reproduction of one of the orginal 652 cars built in 1970. Red color.;5663;31,92;79,8;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S12_4675;20;104,8;7;1969 Dodge Charger;Classic Cars;01:12;Welly Diecast Productions;Detailed model of the 1969 Dodge Charger. This model includes finely detailed interior and exterior features. Painted in red and white.;7323;58,73;115,16;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_1129;34;114,65;2;1993 Mazda RX-7;Classic Cars;01:18;Highway 66 Mini Classics;This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color red.;3975;83,51;141,54;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_1889;43;62,37;6;1948 Porsche 356-A Roadster;Classic Cars;01:18;Gearbox Collectibles;This precision die-cast replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8826;53,9;77;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_1984;31;113,8;1;1995 Honda Civic;Classic Cars;01:18;Min Lin Diecast;This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color yellow.;9772;93,89;142,25;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_3232;25;137,17;3;1992 Ferrari 360 Spider red;Classic Cars;01:18;Unimax Art Galleries;his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8347;77,9;169,34;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_3278;21;69,15;13;1969 Dodge Super Bee;Classic Cars;01:18;Min Lin Diecast;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;1917;49,05;80,41;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_3482;21;133,76;12;1976 Ford Gran Torino;Classic Cars;01:18;Gearbox Collectibles;"Highly detailed 1976 Ford Gran Torino ""Starsky and Hutch"" diecast model. Very well constructed and painted in red and white patterns.";9127;73,49;146,99;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_3782;35;59,06;16;1957 Vespa GS150;Motorcycles;01:18;Studio M Art Models;Features rotating wheels , working kick stand. Comes with stand.;7689;32,95;62,17;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S18_4721;28;145,82;15;1957 Corvette Convertible;Classic Cars;01:18;Classic Metal Creations;1957 die cast Corvette Convertible in Roman Red with white sides and whitewall tires. 1:18 scale quality die-cast with detailed engine and underbvody. Now you can own The Classic Corvette.;1249;69,93;148,8;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S24_2972;39;34,74;4;1982 Lamborghini Diablo;Classic Cars;01:24;Second Gear Diecast;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;7723;16,24;37,76;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S24_3371;34;50,82;9;1971 Alpine Renault 1600s;Classic Cars;01:24;Welly Diecast Productions;This 1971 Alpine Renault 1600s replica Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;7995;38,58;61,23;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S24_3856;43;136,22;5;1956 Porsche 356A Coupe;Classic Cars;01:18;Classic Metal Creations;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;6600;98,3;140,43;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S24_4620;29;67,1;14;1961 Chevrolet Impala;Classic Cars;01:18;Classic Metal Creations;This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open* detailed 409 cubic-inch engine* chrome dashboard and stick shift, two-tone interior* working steering system* all topped of with a factory baked-enamel finish.;7869;32,33;80,84;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10122;5/8/2019;5/16/2019;5/13/2019;Shipped;S32_2206;31;33,79;17;1982 Ducati 996 R;Motorcycles;01:32;Gearbox Collectibles;Features rotating wheels , working kick stand. Comes with stand.;9241;24,14;40,23;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S18_1749;45;168,3;1;1917 Grand Touring Sedan;Vintage Cars;01:18;Welly Diecast Productions;This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.;2724;86,7;170;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S18_2248;40;49,04;2;1911 Ford Town Car;Vintage Cars;01:18;Motor City Art Classics;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system.;540;33,3;60,54;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S18_2325;30;118,23;3;1932 Model A Ford J-Coupe;Vintage Cars;01:18;Autoart Studio Design;This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system, chrome-covered spare, opening doors, detailed and wired engine;9354;58,48;127,13;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S18_4409;21;80,99;4;1932 Alfa Romeo 8C2300 Spider Sport;Vintage Cars;01:18;Exoto Designs;This 1:18 scale precision die cast replica features the 6 front headlights of the original, plus a detailed version of the 142 horsepower straight 8 engine, dual spares and their famous comprehensive dashboard. Color black.;6553;43,26;92,03;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S18_4933;26;68,42;5;1957 Ford Thunderbird;Classic Cars;01:18;Studio M Art Models;This 1:18 scale precision die-cast replica, with its optional porthole hardtop and factory baked-enamel Thunderbird Bronze finish, is a 100% accurate rendition of this American classic.;3209;34,21;71,27;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S24_1046;29;61;7;1970 Chevy Chevelle SS 454;Classic Cars;01:24;Unimax Art Galleries;This model features rotating wheels, working streering system and opening doors. All parts are particularly delicate due to their precise scale and require special care and attention. It should not be picked up by the doors, roof, hood or trunk.;1005;49,24;73,49;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10344;11/25/2020;12/2/2020;11/29/2020;Shipped;S24_1937;20;27,88;6;1939 Chevrolet Deluxe Coupe;Vintage Cars;01:24;Motor City Art Classics;This 1:24 scale die-cast replica of the 1939 Chevrolet Deluxe Coupe has the same classy look as the original. Features opening trunk, hood and doors and a showroom quality baked enamel finish.;7332;22,57;33,19;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10364;1/6/2021;1/17/2021;1/9/2021;Shipped;S32_2206;48;38,22;1;1982 Ducati 996 R;Motorcycles;01:32;Gearbox Collectibles;Features rotating wheels , working kick stand. Comes with stand.;9241;24,14;40,23;350;Marseille Mini Autos;Marseille;;13008;France;65000;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10121;5/7/2019;5/13/2019;5/13/2019;Shipped;S10_1678;34;86,13;5;1969 Harley Davidson Ultimate Chopper;Motorcycles;01:10;Min Lin Diecast;This replica features working kickstand, front suspension, gear-shift lever, footbrake lever, drive chain, wheels and steering. All parts are particularly delicate due to their precise scale and require special care and attention.;7933;48,81;95,7;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10121;5/7/2019;5/13/2019;5/13/2019;Shipped;S12_2823;50;126,52;4;2002 Suzuki XREO;Motorcycles;01:12;Unimax Art Galleries;Official logos and insignias, saddle bags located on side of motorcycle, detailed engine, working steering, working suspension, two leather seats, luggage rack, dual exhaust pipes, small saddle bag located on handle bars, two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand, diecast metal with plastic parts and baked enamel finish.;9997;66,27;150,62;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10121;5/7/2019;5/13/2019;5/13/2019;Shipped;S24_2360;32;58,18;2;1982 Ducati 900 Monster;Motorcycles;01:24;Highway 66 Mini Classics;Features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;6840;47,1;69,26;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10121;5/7/2019;5/13/2019;5/13/2019;Shipped;S32_4485;25;95,93;3;1974 Ducati 350 Mk3 Desmo;Motorcycles;01:32;Second Gear Diecast;This model features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;3341;56,13;102,05;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10121;5/7/2019;5/13/2019;5/13/2019;Shipped;S50_4713;44;72,41;1;2002 Yamaha YZR M1;Motorcycles;01:50;Autoart Studio Design;Features rotating wheels , working kick stand. Comes with stand.;600;34,17;81,36;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10137;7/10/2019;7/20/2019;7/14/2019;Shipped;S18_1589;44;115,73;2;1965 Aston Martin DB5;Classic Cars;01:18;Classic Metal Creations;Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.;9042;65,96;124,44;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10137;7/10/2019;7/20/2019;7/14/2019;Shipped;S18_2870;37;110,88;3;1999 Indy 500 Monte Carlo SS;Classic Cars;01:18;Red Start Diecast;Features include opening and closing doors. Color: Red;8164;56,76;132;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10137;7/10/2019;7/20/2019;7/14/2019;Shipped;S18_3685;31;118,68;4;1948 Porsche Type 356 Roadster;Classic Cars;01:18;Gearbox Collectibles;This model features working front and rear suspension on accurately replicated and actuating shock absorbers as well as opening engine cover, rear stabilizer flap,  and 4 opening doors.;8990;62,16;141,28;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10137;7/10/2019;7/20/2019;7/14/2019;Shipped;S24_1628;26;40,25;1;1966 Shelby Cobra 427 S/C;Classic Cars;01:24;Carousel DieCast Legends;This diecast model of the 1966 Shelby Cobra 427 S/C includes many authentic details and operating parts. The 1:24 scale model of this iconic lighweight sports car from the 1960s comes in silver and it's own display case.;8197;29,18;50,31;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10343;11/24/2020;12/1/2020;11/26/2020;Shipped;S18_1589;36;109,51;4;1965 Aston Martin DB5;Classic Cars;01:18;Classic Metal Creations;Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.;9042;65,96;124,44;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10343;11/24/2020;12/1/2020;11/26/2020;Shipped;S18_2870;25;118,8;3;1999 Indy 500 Monte Carlo SS;Classic Cars;01:18;Red Start Diecast;Features include opening and closing doors. Color: Red;8164;56,76;132;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10343;11/24/2020;12/1/2020;11/26/2020;Shipped;S18_3685;44;127,15;2;1948 Porsche Type 356 Roadster;Classic Cars;01:18;Gearbox Collectibles;This model features working front and rear suspension on accurately replicated and actuating shock absorbers as well as opening engine cover, rear stabilizer flap,  and 4 opening doors.;8990;62,16;141,28;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10343;11/24/2020;12/1/2020;11/26/2020;Shipped;S24_1628;27;44,78;6;1966 Shelby Cobra 427 S/C;Classic Cars;01:24;Carousel DieCast Legends;This diecast model of the 1966 Shelby Cobra 427 S/C includes many authentic details and operating parts. The 1:24 scale model of this iconic lighweight sports car from the 1960s comes in silver and it's own display case.;8197;29,18;50,31;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10343;11/24/2020;12/1/2020;11/26/2020;Shipped;S24_4620;30;76,8;1;1961 Chevrolet Impala;Classic Cars;01:18;Classic Metal Creations;This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open* detailed 409 cubic-inch engine* chrome dashboard and stick shift, two-tone interior* working steering system* all topped of with a factory baked-enamel finish.;7869;32,33;80,84;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10343;11/24/2020;12/1/2020;11/26/2020;Shipped;S32_2206;29;37,41;5;1982 Ducati 996 R;Motorcycles;01:32;Gearbox Collectibles;Features rotating wheels , working kick stand. Comes with stand.;9241;24,14;40,23;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S10_4757;48;122,4;6;1972 Alfa Romeo GTA;Classic Cars;01:10;Motor City Art Classics;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3252;85,68;136;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S12_1108;42;180,79;8;2001 Ferrari Enzo;Classic Cars;01:12;Second Gear Diecast;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3619;95,59;207,8;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S12_3891;49;162,64;5;1969 Ford Falcon;Classic Cars;01:12;Second Gear Diecast;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;1049;83,05;173,02;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S24_4048;22;108,82;7;1992 Porsche Cayenne Turbo Silver;Classic Cars;01:24;Exoto Designs;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;6582;69,78;118,28;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S32_2509;36;45,45;3;1954 Greyhound Scenicruiser;Trucks and Buses;01:32;Classic Metal Creations;Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos;2874;25,98;54,11;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S32_3207;22;62,14;1;1950's Chicago Surface Lines Streetcar;Trains;01:32;Gearbox Collectibles;This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).;8601;26,72;62,14;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S50_1392;46;99,55;2;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;01:50;Highway 66 Mini Classics;This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.;1016;68,29;115,75;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10359;12/15/2020;12/23/2020;12/18/2020;Shipped;S50_1514;25;47,45;4;1962 City of Detroit Streetcar;Trains;01:50;Classic Metal Creations;This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).;1645;37,49;58,58;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S18_1662;33;130,88;11;1980s Black Hawk Helicopter;Planes;01:18;Red Start Diecast;1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.;5330;77,27;157,69;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S18_2581;34;82,79;15;P-51-D Mustang;Planes;0,091666667;Gearbox Collectibles;Has retractable wheels and comes with a stand;992;49;84,48;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S18_3029;28;70,54;18;1999 Yamaha Speed Boat;Ships;01:18;Min Lin Diecast;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;4259;51,61;86,02;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S18_3856;45;92,11;17;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;01:18;Exoto Designs;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system, leather upholstery. Color black.;2378;64,58;105,87;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S24_1785;43;100,67;16;1928 British Royal Navy Airplane;Planes;01:24;Classic Metal Creations;Official logos and insignias;3627;66,74;109,42;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S24_2841;28;60,29;3;1900s Vintage Bi-Plane;Planes;01:24;Autoart Studio Design;Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.;5942;34,25;68,51;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S24_3420;34;61,15;13;1937 Horch 930V Limousine;Vintage Cars;01:24;Autoart Studio Design;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system;2902;26,3;65,75;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S24_3949;41;56,64;2;Corsair F4U ( Bird Cage);Planes;01:24;Second Gear Diecast;Has retractable wheels and comes with a stand. Official logos and insignias.;6812;29,34;68,24;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
10398;3/30/2021;4/9/2021;3/31/2021;Shipped;S24_4278;45;65,93;14;1900s Vintage Tri-Plane;Planes;01:24;Unimax Art Galleries;Hand crafted diecast-like metal Triplane is Re-created in about 1:24 scale of antique pioneer airplane. This antique style metal triplane is all hand-assembled with many different parts.;2756;36,23;72,45;353;Reims Collectables;Reims;;51100;France;81100;Loui;Bondur;lbondur@classicmodelcars.com;Sales Rep;4;Paris;+33 14 723 4404;;France;75017;EMEA
